,Player1,Player2,Outcome
1966,Rafael Nadal,Tomas Berdych,1
1967,Novak Djokovic,Andy Murray,1
1968,Rafael Nadal,Roger Federer,1
1969,Novak Djokovic,Rafael Nadal,1
1970,Florian Mayer,Gilles Muller,1
1971,Philipp Kohlschreiber,Richard Gasquet,1
1972,Tomas Berdych,Philipp Kohlschreiber,1
1973,Gael Monfils,Gilles Simon,1
1974,Tomas Berdych,Gael Monfils,1
1975,Jeremy Chardy,Leonardo Mayer,1
1976,Ivo Karlovic,Blaz Kavcic,1
1977,Ivo Karlovic,Dudi Sela,1
1978,Mikhail Youzhny,Ivo Karlovic,1
1979,Lukas Lacko,Robin Haase,1
1980,Mikhail Youzhny,Lukas Lacko,1
1981,Milos Raonic,Julien Benneteau,1
1982,Ivo Karlovic,Kei Nishikori,1
1983,John Isner,Roger Federer,1
1984,Roger Federer,Mikhail Youzhny,1
1985,Andreas Seppi,Philipp Kohlschreiber,1
1986,Tomas Berdych,Andreas Seppi,1
1987,Matthew Ebden,Dudi Sela,1
1988,Kevin Anderson,Grigor Dimitrov,1
1989,Steve Darcis,Steve Johnson,1
1990,Denis Istomin,Sam Querrey,1
1991,Kevin Anderson,Matthew Ebden,1
1992,Julien Benneteau,Gilles Muller,1
1993,Milos Raonic,Kevin Anderson,1
1994,Julien Benneteau,Steve Darcis,1
1995,Milos Raonic,Ryan Harrison,1
1996,Denis Istomin,Julien Benneteau,1
1997,Milos Raonic,Denis Istomin,1
1998,Jeremy Chardy,Blaz Kavcic,1
1999,Leonardo Mayer,Jeremy Chardy,1
2000,Albert Ramos,Fernando Verdasco,1
2001,Stan Wawrinka,Horacio Zeballos,1
2002,Stan Wawrinka,Benoit Paire,1
2003,Stan Wawrinka,Kei Nishikori,1
2004,David Goffin,Adrian Mannarino,1
2005,John Isner,Gilles Muller,1
2006,Donald Young,Grigor Dimitrov,1
2007,Ryan Harrison,Jack Sock,1
2008,John Isner,Donald Young,1
2009,Sam Querrey,Kevin Anderson,1
2010,Stan Wawrinka,Albert Ramos,1
2011,Jeremy Chardy,Kei Nishikori,1
2012,Stan Wawrinka,Jeremy Chardy,1
2013,Fernando Verdasco,Stan Wawrinka,1
2014,David Ferrer,Fernando Verdasco,1
2015,Denis Istomin,Matthew Ebden,1
2016,Steve Darcis,Viktor Troicki,1
2017,Dudi Sela,Philipp Kohlschreiber,1
2018,Kevin Anderson,John Isner,1
2019,Novak Djokovic,Cedrik Marcel Stebe,1
2020,Mikhail Youzhny,Richard Gasquet,1
2021,Tomas Berdych,Lukas Lacko,1
2022,Roger Federer,Feliciano Lopez,1
2023,Andy Murray,Tomas Berdych,1
2024,Roger Federer,Mikhail Youzhny,1
2025,Andy Murray,Novak Djokovic,1
2026,Roger Federer,Andy Murray,1
2027,Denis Istomin,Yen Hsun Lu,1
2028,Steve Darcis,Donald Young,1
2029,Kevin Anderson,Philipp Kohlschreiber,1
2030,Albert Ramos,Richard Gasquet,1
2031,Guillermo Garcia Lopez,Andy Murray,1
2032,Ryan Harrison,Viktor Troicki,1
2033,Gilles Simon,Dudi Sela,1
2034,Matthew Ebden,Julien Benneteau,1
2035,David Ferrer,Grigor Dimitrov,1
2036,Alexandr Dolgopolov,Steve Darcis,1
2037,Rafael Nadal,Leonardo Mayer,1
2038,Novak Djokovic,Kevin Anderson,1
2039,Ryan Harrison,Guillermo Garcia Lopez,1
2040,Gilles Simon,Stan Wawrinka,1
2041,Denis Istomin,David Ferrer,1
2042,Roger Federer,Milos Raonic,1
2043,Gilles Simon,Ryan Harrison,1
2044,John Isner,Matthew Ebden,1
2045,Rafael Nadal,Alexandr Dolgopolov,1
2046,John Isner,Gilles Simon,1
2047,John Isner,Novak Djokovic,1
2048,Roger Federer,Rafael Nadal,1
2049,Roger Federer,John Isner,1
2050,David Goffin,Donald Young,1
2051,Sam Querrey,Matthew Ebden,1
2052,Grigor Dimitrov,Mikhail Kukushkin,1
2053,Roberto Bautista Agut,Andreas Seppi,1
2054,Viktor Troicki,Guillermo Garcia Lopez,1
2055,Richard Gasquet,Cedrik Marcel Stebe,1
2056,Albert Ramos,Feliciano Lopez,1
2057,Roger Federer,Ryan Harrison,1
2058,Kevin Anderson,Sam Querrey,1
2059,Gilles Simon,Roberto Bautista Agut,1
2060,Kei Nishikori,Lukas Lacko,1
2061,Novak Djokovic,Viktor Troicki,1
2062,Richard Gasquet,Albert Ramos,1
2063,David Ferrer,Julien Benneteau,1
2064,Grigor Dimitrov,Tomas Berdych,1
2065,Andy Murray,Milos Raonic,1
2066,Florian Mayer,John Isner,1
2067,Novak Djokovic,Richard Gasquet,1
2068,Andy Murray,Gilles Simon,1
2069,Rafael Nadal,Kei Nishikori,1
2070,Novak Djokovic,David Ferrer,1
2071,Andy Murray,Rafael Nadal,1
2072,Novak Djokovic,Andy Murray,1
2073,Tomas Berdych,Viktor Troicki,1
2074,John Isner,Gilles Simon,1
2075,Gilles Simon,Ryan Harrison,1
2076,Jeremy Chardy,Federico Delbonis,1
2077,Guillermo Garcia Lopez,Fabio Fognini,1
2078,Benoit Paire,Donald Young,1
2079,Jeremy Chardy,Florian Mayer,1
2080,Albert Ramos,Jeremy Chardy,1
2081,Kevin Anderson,Sam Querrey,1
2082,Feliciano Lopez,Paolo Lorenzi,1
2083,John Isner,Horacio Zeballos,1
2084,John Isner,Feliciano Lopez,1
2085,Kei Nishikori,Albert Ramos,1
2086,Stan Wawrinka,Feliciano Lopez,1
2087,Mikhail Kukushkin,Florian Mayer,1
2088,Novak Djokovic,Andreas Seppi,1
2089,Robin Haase,Fabio Fognini,1
2090,Andy Murray,Viktor Troicki,1
2091,Tomas Berdych,Marin Cilic,1
2092,Novak Djokovic,Alexandr Dolgopolov,1
2093,Andy Murray,Julien Benneteau,1
2094,Tomas Berdych,Kei Nishikori,1
2095,Rafael Nadal,Mikhail Kukushkin,1
2096,Novak Djokovic,Robin Haase,1
2097,Tomas Berdych,Andy Murray,1
2098,Rafael Nadal,Stan Wawrinka,1
2099,Novak Djokovic,Tomas Berdych,1
2100,Rafael Nadal,Gilles Simon,1
2101,Rafael Nadal,Novak Djokovic,1
2102,Federico Delbonis,Aljaz Bedene,1
2103,Kevin Anderson,Malek Jaziri,1
2104,Rafael Nadal,Guillermo Garcia Lopez,1
2105,Fernando Verdasco,Steve Darcis,1
2106,Kevin Anderson,Federico Delbonis,1
2107,Albert Ramos,Benoit Paire,1
2108,Kei Nishikori,Mikhail Kukushkin,1
2109,David Ferrer,Filip Krajinovic,1
2110,Fernando Verdasco,Kevin Anderson,1
2111,Kei Nishikori,Albert Ramos,1
2112,Fernando Verdasco,Kei Nishikori,1
2113,David Ferrer,Feliciano Lopez,1
2114,Milos Raonic,Andy Murray,1
2115,Rafael Nadal,Fernando Verdasco,1
2116,David Ferrer,Milos Raonic,1
2117,Rafael Nadal,David Ferrer,1
2118,Gilles Simon,Dudi Sela,1
2119,Andreas Seppi,Cedrik Marcel Stebe,1
2120,Fabio Fognini,Andreas Seppi,1
2121,Gilles Simon,Fabio Fognini,1
2122,Benoit Paire,Fabio Fognini,1
2123,Dusan Lajovic,Evgeny Donskoy,1
2124,Gilles Muller,Lukas Lacko,1
2125,Benoit Paire,Guillermo Garcia Lopez,1
2126,Andreas Seppi,Gilles Muller,1
2127,Andreas Seppi,Benoit Paire,1
2128,Joao Sousa,Denis Istomin,1
2129,Richard Gasquet,Paolo Lorenzi,1
2130,Stan Wawrinka,Robin Haase,1
2131,Albert Ramos,Joao Sousa,1
2132,Richard Gasquet,Albert Ramos,1
2133,Marin Cilic,Mikhail Youzhny,1
2134,Philipp Kohlschreiber,Feliciano Lopez,1
2135,Philipp Kohlschreiber,Marin Cilic,1
2136,Gilles Simon,Fabio Fognini,1
2137,Federico Delbonis,Albert Ramos,1
2138,Viktor Troicki,Donald Young,1
2139,Gael Monfils,Philipp Kohlschreiber,1
2140,Fernando Verdasco,Denis Istomin,1
2141,Gilles Simon,Guillermo Garcia Lopez,1
2142,Roger Federer,Milos Raonic,1
2143,Richard Gasquet,Viktor Troicki,1
2144,Marin Cilic,John Isner,1
2145,Alexandr Dolgopolov,Andreas Seppi,1
2146,Tomas Berdych,Kevin Anderson,1
2147,Novak Djokovic,Stan Wawrinka,1
2148,Roger Federer,Richard Gasquet,1
2149,Tomas Berdych,Gael Monfils,1
2150,Fernando Verdasco,Rafael Nadal,1
2151,Roger Federer,David Ferrer,1
2152,Tomas Berdych,Fernando Verdasco,1
2153,Roger Federer,Tomas Berdych,1
2154,John Isner,Philipp Kohlschreiber,1
2155,Andreas Seppi,Denis Istomin,1
2156,Stan Wawrinka,Robin Haase,1
2157,Fernando Verdasco,Alexandr Dolgopolov,1
2158,Gilles Simon,Donald Young,1
2159,Florian Mayer,Milos Raonic,1
2160,Andreas Seppi,John Isner,1
2161,David Ferrer,Fernando Verdasco,1
2162,Gilles Simon,Guillermo Garcia Lopez,1
2163,Richard Gasquet,Paolo Lorenzi,1
2164,Rafael Nadal,Florian Mayer,1
2165,Andreas Seppi,Stan Wawrinka,1
2166,David Ferrer,Gilles Simon,1
2167,Richard Gasquet,Andy Murray,1
2168,Roger Federer,Andreas Seppi,1
2169,David Ferrer,Richard Gasquet,1
2170,Rafael Nadal,Tomas Berdych,1
2171,Novak Djokovic,Roger Federer,1
2172,Rafael Nadal,David Ferrer,1
2173,Rafael Nadal,Novak Djokovic,1
2174,Mikhail Kukushkin,Sam Querrey,1
2175,Steve Darcis,Fabio Fognini,1
2176,Grigor Dimitrov,Dudi Sela,1
2177,Gilles Simon,Grigor Dimitrov,1
2178,Leonardo Mayer,Ryan Harrison,1
2179,Viktor Troicki,Florian Mayer,1
2180,Fernando Verdasco,Steve Darcis,1
2181,Gilles Simon,Ryan Harrison,1
2182,Fabio Fognini,Adrian Mannarino,1
2183,Tomas Berdych,Dudi Sela,1
2184,David Ferrer,Lukas Lacko,1
2185,Benoit Paire,Albert Ramos,1
2186,Grigor Dimitrov,Donald Young,1
2187,Jeremy Chardy,Yen Hsun Lu,1
2188,Julien Benneteau,Mischa Zverev,1
2189,Philipp Kohlschreiber,Matthew Ebden,1
2190,Novak Djokovic,Blaz Kavcic,1
2191,Andreas Seppi,Mikhail Kukushkin,1
2192,Fernando Verdasco,Gilles Muller,1
2193,Fabio Fognini,Viktor Troicki,1
2194,Kevin Anderson,Horacio Zeballos,1
2195,David Ferrer,Benoit Paire,1
2196,Mikhail Youzhny,Robin Haase,1
2197,Richard Gasquet,Grigor Dimitrov,1
2198,Leonardo Mayer,Philipp Kohlschreiber,1
2199,Rafael Nadal,Denis Istomin,1
2200,Andreas Seppi,Fernando Verdasco,1
2201,Stan Wawrinka,Gilles Simon,1
2202,Tomas Berdych,Kevin Anderson,1
2203,David Ferrer,Mikhail Youzhny,1
2204,Novak Djokovic,Andreas Seppi,1
2205,Roger Federer,David Goffin,1
2206,Andy Murray,Richard Gasquet,1
2207,David Ferrer,Andy Murray,1
2208,Novak Djokovic,Roger Federer,1
2209,Rafael Nadal,David Ferrer,1
2210,Rafael Nadal,Novak Djokovic,1
2211,Mikhail Youzhny,Robin Haase,1
2212,Rafael Nadal,Lukas Lacko,1
2213,Tomas Berdych,Viktor Troicki,1
2214,Mikhail Youzhny,Alexandr Dolgopolov,1
2215,Roger Federer,Florian Mayer,1
2216,Philipp Kohlschreiber,Rafael Nadal,1
2217,Roger Federer,Milos Raonic,1
2218,Roger Federer,Mikhail Youzhny,1
2219,Grigor Dimitrov,Gilles Muller,1
2220,Feliciano Lopez,Steve Darcis,1
2221,Marin Cilic,Matthew Ebden,1
2222,Yen Hsun Lu,Ivo Karlovic,1
2223,Sam Querrey,Denis Istomin,1
2224,Kevin Anderson,Feliciano Lopez,1
2225,Sam Querrey,Julien Benneteau,1
2226,Grigor Dimitrov,Kevin Anderson,1
2227,Marin Cilic,Yen Hsun Lu,1
2228,Marin Cilic,Sam Querrey,1
2229,Benoit Paire,David Goffin,1
2230,David Ferrer,Leonardo Mayer,1
2231,David Ferrer,Benoit Paire,1
2232,Steve Darcis,Matthew Ebden,1
2233,Fabio Fognini,Albert Ramos,1
2234,Yen Hsun Lu,Julien Benneteau,1
2235,Ryan Harrison,Yen Hsun Lu,1
2236,Andreas Seppi,Philipp Kohlschreiber,1
2237,Ryan Harrison,Denis Istomin,1
2238,Andreas Seppi,Ryan Harrison,1
2239,Ryan Harrison,Yen Hsun Lu,1
2240,Roger Federer,Albert Ramos,1
2241,Julien Benneteau,Gilles Muller,1
2242,Denis Istomin,Andreas Seppi,1
2243,Mikhail Youzhny,Donald Young,1
2244,Kei Nishikori,Mikhail Kukushkin,1
2245,Marin Cilic,Cedrik Marcel Stebe,1
2246,Grigor Dimitrov,Kevin Anderson,1
2247,Ivo Karlovic,Dudi Sela,1
2248,Benoit Paire,Matthew Ebden,1
2249,Novak Djokovic,Ryan Harrison,1
2250,Roger Federer,Fabio Fognini,1
2251,Sam Querrey,Milos Raonic,1
2252,Andy Murray,Ivo Karlovic,1
2253,Benoit Paire,Alexandr Dolgopolov,1
2254,Philipp Kohlschreiber,Malek Jaziri,1
2255,Roger Federer,Julien Benneteau,1
2256,Marin Cilic,Sam Querrey,1
2257,Novak Djokovic,Viktor Troicki,1
2258,Florian Mayer,Richard Gasquet,1
2259,Mikhail Youzhny,Denis Istomin,1
2260,Andy Murray,Marin Cilic,1
2261,Novak Djokovic,Florian Mayer,1
2262,Roger Federer,Mikhail Youzhny,1
2263,Andy Murray,David Ferrer,1
2264,Roger Federer,Novak Djokovic,1
2265,Roger Federer,Andy Murray,1
2266,Grigor Dimitrov,Albert Ramos,1
2267,David Ferrer,Grigor Dimitrov,1
2268,Milos Raonic,Matthew Ebden,1
2269,Dudi Sela,Sam Querrey,1
2270,John Isner,Ryan Harrison,1
2271,Cedrik Marcel Stebe,Jeremy Chardy,1
2272,Alexandr Dolgopolov,Fabio Fognini,1
2273,Marin Cilic,Alexandr Dolgopolov,1
2274,Steve Johnson,Donald Young,1
2275,Kevin Anderson,Paolo Lorenzi,1
2276,Jack Sock,Steve Johnson,1
2277,John Isner,Jack Sock,1
2278,Gilles Muller,Matthew Ebden,1
2279,Grigor Dimitrov,Julien Benneteau,1
2280,Florian Mayer,Horacio Zeballos,1
2281,Philipp Kohlschreiber,Fabio Fognini,1
2282,Marin Cilic,Federico Delbonis,1
2283,Florian Mayer,Robin Haase,1
2284,Marin Cilic,Albert Ramos,1
2285,Robin Haase,Philipp Kohlschreiber,1
2286,Julien Benneteau,Mikhail Youzhny,1
2287,Denis Istomin,Fernando Verdasco,1
2288,Malek Jaziri,Yen Hsun Lu,1
2289,Gilles Simon,Mikhail Kukushkin,1
2290,Andreas Seppi,Donald Young,1
2291,Steve Darcis,Tomas Berdych,1
2292,Richard Gasquet,Robin Haase,1
2293,Andy Murray,Stan Wawrinka,1
2294,Novak Djokovic,Fabio Fognini,1
2295,Roger Federer,Julien Benneteau,1
2296,Denis Istomin,Gilles Muller,1
2297,John Isner,Malek Jaziri,1
2298,David Ferrer,Blaz Kavcic,1
2299,Gilles Simon,Grigor Dimitrov,1
2300,Roger Federer,Denis Istomin,1
2301,Kei Nishikori,David Ferrer,1
2302,Roger Federer,John Isner,1
2303,Andy Murray,Novak Djokovic,1
2304,Andy Murray,Roger Federer,1
2305,Leonardo Mayer,Guillermo Garcia Lopez,1
2306,Sam Querrey,Kevin Anderson,1
2307,Alexandr Dolgopolov,Sam Querrey,1
2308,Jeremy Chardy,Donald Young,1
2309,Mikhail Youzhny,Kevin Anderson,1
2310,Fabio Fognini,Yen Hsun Lu,1
2311,Sam Querrey,Kei Nishikori,1
2312,Richard Gasquet,Mikhail Kukushkin,1
2313,Tomas Berdych,Julien Benneteau,1
2314,Philipp Kohlschreiber,Fabio Fognini,1
2315,Milos Raonic,Viktor Troicki,1
2316,Novak Djokovic,Sam Querrey,1
2317,Richard Gasquet,Tomas Berdych,1
2318,John Isner,Philipp Kohlschreiber,1
2319,Milos Raonic,Andy Murray,1
2320,John Isner,Milos Raonic,1
2321,Richard Gasquet,John Isner,1
2322,Novak Djokovic,Richard Gasquet,1
2323,Milos Raonic,Richard Gasquet,1
2324,Denis Istomin,Julien Benneteau,1
2325,Florian Mayer,Fabio Fognini,1
2326,Andreas Seppi,Robin Haase,1
2327,Stan Wawrinka,David Ferrer,1
2328,Tomas Berdych,Yen Hsun Lu,1
2329,Jeremy Chardy,Denis Istomin,1
2330,Andy Murray,Sam Querrey,1
2331,Novak Djokovic,Andreas Seppi,1
2332,Stan Wawrinka,Kei Nishikori,1
2333,Milos Raonic,Tomas Berdych,1
2334,Jeremy Chardy,Andy Murray,1
2335,Stan Wawrinka,Milos Raonic,1
2336,Novak Djokovic,Marin Cilic,1
2337,Roger Federer,Stan Wawrinka,1
2338,Roger Federer,Novak Djokovic,1
2339,Donald Young,Leonardo Mayer,1
2340,Yen Hsun Lu,Lukas Lacko,1
2341,David Goffin,Viktor Troicki,1
2342,Feliciano Lopez,Donald Young,1
2343,Alexandr Dolgopolov,Yen Hsun Lu,1
2344,Steve Darcis,Denis Istomin,1
2345,Sam Querrey,Feliciano Lopez,1
2346,John Isner,David Goffin,1
2347,Sam Querrey,Alexandr Dolgopolov,1
2348,Tomas Berdych,Steve Darcis,1
2349,Tomas Berdych,Sam Querrey,1
2350,John Isner,Tomas Berdych,1
2351,Roger Federer,Donald Young,1
2352,Jack Sock,Florian Mayer,1
2353,Sam Querrey,Yen Hsun Lu,1
2354,Tomas Berdych,David Goffin,1
2355,Feliciano Lopez,Robin Haase,1
2356,Cedrik Marcel Stebe,Viktor Troicki,1
2357,Benoit Paire,Grigor Dimitrov,1
2358,Gilles Muller,Mikhail Youzhny,1
2359,David Ferrer,Kevin Anderson,1
2360,Steve Darcis,Malek Jaziri,1
2361,Novak Djokovic,Paolo Lorenzi,1
2362,Fernando Verdasco,Albert Ramos,1
2363,Jeremy Chardy,Matthew Ebden,1
2364,Philipp Kohlschreiber,Benoit Paire,1
2365,Fabio Fognini,Guillermo Garcia Lopez,1
2366,Stan Wawrinka,Steve Darcis,1
2367,Roger Federer,Fernando Verdasco,1
2368,Tomas Berdych,Sam Querrey,1
2369,Andy Murray,Feliciano Lopez,1
2370,Marin Cilic,Kei Nishikori,1
2371,Philipp Kohlschreiber,John Isner,1
2372,Richard Gasquet,Steve Johnson,1
2373,Stan Wawrinka,Alexandr Dolgopolov,1
2374,Novak Djokovic,Julien Benneteau,1
2375,Andy Murray,Milos Raonic,1
2376,David Ferrer,Richard Gasquet,1
2377,Novak Djokovic,Stan Wawrinka,1
2378,Tomas Berdych,Roger Federer,1
2379,Andy Murray,Marin Cilic,1
2380,Andy Murray,Tomas Berdych,1
2381,Novak Djokovic,David Ferrer,1
2382,Andy Murray,Novak Djokovic,1
2383,Joao Sousa,Lukas Lacko,1
2384,Kei Nishikori,Dudi Sela,1
2385,Mikhail Kukushkin,Denis Istomin,1
2386,Stan Wawrinka,Robin Haase,1
2387,Roger Federer,Robin Haase,1
2388,David Ferrer,Sam Querrey,1
2389,David Ferrer,John Isner,1
2390,Philipp Kohlschreiber,Benoit Paire,1
2391,Andreas Seppi,Florian Mayer,1
2392,Gael Monfils,Philipp Kohlschreiber,1
2393,Andreas Seppi,Gael Monfils,1
2394,Guillermo Garcia Lopez,Evgeny Donskoy,1
2395,Roberto Bautista Agut,Yen Hsun Lu,1
2396,Guillermo Garcia Lopez,Paolo Lorenzi,1
2397,Mikhail Youzhny,Guillermo Garcia Lopez,1
2398,Fabio Fognini,Roberto Bautista Agut,1
2399,Donald Young,Yen Hsun Lu,1
2400,Gael Monfils,Kevin Anderson,1
2401,Fernando Verdasco,Donald Young,1
2402,Gael Monfils,Viktor Troicki,1
2403,Milos Raonic,Ivo Karlovic,1
2404,Richard Gasquet,Grigor Dimitrov,1
2405,Gilles Simon,Gael Monfils,1
2406,Richard Gasquet,Gilles Simon,1
2407,Feliciano Lopez,Lukas Lacko,1
2408,Julien Benneteau,Matthew Ebden,1
2409,Kei Nishikori,Albert Ramos,1
2410,Julien Benneteau,David Ferrer,1
2411,Alexandr Dolgopolov,Guillermo Garcia Lopez,1
2412,Marius Copil,Marin Cilic,1
2413,Florian Mayer,Fabio Fognini,1
2414,Richard Gasquet,Matthew Ebden,1
2415,Sam Querrey,Fernando Verdasco,1
2416,Andreas Seppi,Julien Benneteau,1
2417,Feliciano Lopez,Ryan Harrison,1
2418,Yen Hsun Lu,David Ferrer,1
2419,Florian Mayer,Marius Copil,1
2420,Mikhail Youzhny,Kevin Anderson,1
2421,Sam Querrey,Andreas Seppi,1
2422,Feliciano Lopez,Yen Hsun Lu,1
2423,Feliciano Lopez,Sam Querrey,1
2424,Novak Djokovic,Florian Mayer,1
2425,Andy Murray,Ivo Karlovic,1
2426,Lukas Lacko,Albert Ramos,1
2427,Jeremy Chardy,Yuichi Sugita,1
2428,Viktor Troicki,Robin Haase,1
2429,Tomas Berdych,Benoit Paire,1
2430,Andy Murray,Lukas Lacko,1
2431,Stan Wawrinka,Jeremy Chardy,1
2432,Milos Raonic,Viktor Troicki,1
2433,Andy Murray,Stan Wawrinka,1
2434,Kei Nishikori,Tomas Berdych,1
2435,Milos Raonic,Andy Murray,1
2436,Kei Nishikori,Milos Raonic,1
2437,Stan Wawrinka,Albert Ramos,1
2438,Alexandr Dolgopolov,Jeremy Chardy,1
2439,Viktor Troicki,Mikhail Youzhny,1
2440,Philipp Kohlschreiber,Ryan Harrison,1
2441,Roger Federer,Yen Hsun Lu,1
2442,Stan Wawrinka,Denis Istomin,1
2443,Andy Murray,Florian Mayer,1
2444,Alexandr Dolgopolov,Gilles Simon,1
2445,John Isner,Kevin Anderson,1
2446,Sam Querrey,Kei Nishikori,1
2447,Tomas Berdych,Andreas Seppi,1
2448,Feliciano Lopez,Philipp Kohlschreiber,1
2449,Novak Djokovic,Grigor Dimitrov,1
2450,Roger Federer,Stan Wawrinka,1
2451,Marin Cilic,Fernando Verdasco,1
2452,Andy Murray,Alexandr Dolgopolov,1
2453,Tomas Berdych,Sam Querrey,1
2454,Novak Djokovic,Feliciano Lopez,1
2455,Roger Federer,Marin Cilic,1
2456,Andy Murray,Roger Federer,1
2457,Novak Djokovic,Tomas Berdych,1
2458,Novak Djokovic,Andy Murray,1
2459,Malek Jaziri,Viktor Troicki,1
2460,Andreas Seppi,Malek Jaziri,1
2461,Marius Copil,Federico Delbonis,1
2462,Tomas Berdych,Mikhail Youzhny,1
2463,Dominic Thiem,Lukas Lacko,1
2464,Gilles Muller,Steve Darcis,1
2465,Paolo Lorenzi,Benoit Paire,1
2466,Donald Young,Fabio Fognini,1
2467,Aljaz Bedene,Guillermo Garcia Lopez,1
2468,Aljaz Bedene,Donald Young,1
2469,Gilles Muller,Paolo Lorenzi,1
2470,Sam Querrey,Feliciano Lopez,1
2471,Gilles Muller,Milos Raonic,1
2472,John Isner,Fabio Fognini,1
2473,David Ferrer,Albert Ramos,1
2474,Marin Cilic,Fernando Verdasco,1
2475,Alexandr Dolgopolov,Gilles Muller,1
2476,David Goffin,John Isner,1
2477,David Ferrer,Alexandr Dolgopolov,1
2478,Benoit Paire,Andreas Seppi,1
2479,Grigor Dimitrov,Viktor Troicki,1
2480,Richard Gasquet,Robin Haase,1
2481,Grigor Dimitrov,Julien Benneteau,1
2482,Mikhail Youzhny,Matthew Ebden,1
2483,Roger Federer,Benoit Paire,1
2484,Richard Gasquet,Mikhail Youzhny,1
2485,Julien Benneteau,Viktor Troicki,1
2486,Albert Ramos,Feliciano Lopez,1
2487,Jeremy Chardy,Guillermo Garcia Lopez,1
2488,Sam Querrey,Fernando Verdasco,1
2489,Kei Nishikori,Benoit Paire,1
2490,Kevin Anderson,Richard Gasquet,1
2491,Tomas Berdych,Andreas Seppi,1
2492,Milos Raonic,Jeremy Chardy,1
2493,Sam Querrey,Novak Djokovic,1
2494,Gilles Simon,Kei Nishikori,1
2495,Tomas Berdych,Kevin Anderson,1
2496,David Ferrer,Stan Wawrinka,1
2497,Sam Querrey,Milos Raonic,1
2498,Gilles Simon,Tomas Berdych,1
2499,Andy Murray,Tomas Berdych,1
2500,Novak Djokovic,Andy Murray,1
2501,Roger Federer,David Ferrer,1
2502,Novak Djokovic,Tomas Berdych,1
2503,Roger Federer,Andy Murray,1
2504,Novak Djokovic,Roger Federer,1
2505,David Ferrer,Tomas Berdych,1
2506,David Goffin,Matthew Ebden,1
2507,Grigor Dimitrov,Milos Raonic,1
2508,Andy Murray,Denis Istomin,1
2509,Kei Nishikori,Alexandr Dolgopolov,1
2510,Andy Murray,Kei Nishikori,1
2511,Andy Murray,Grigor Dimitrov,1
2512,Roberto Bautista Agut,Blaz Kavcic,1
2513,Aljaz Bedene,Joao Sousa,1
2514,Benoit Paire,Dudi Sela,1
2515,Aljaz Bedene,Robin Haase,1
2516,Stan Wawrinka,Cedrik Marcel Stebe,1
2517,Roberto Bautista Agut,Tomas Berdych,1
2518,Benoit Paire,Marin Cilic,1
2519,Aljaz Bedene,Stan Wawrinka,1
2520,Roberto Bautista Agut,Benoit Paire,1
2521,Paolo Lorenzi,Albert Ramos,1
2522,Lukas Lacko,Guillermo Garcia Lopez,1
2523,Gael Monfils,Philipp Kohlschreiber,1
2524,Lukas Lacko,Viktor Troicki,1
2525,David Ferrer,Paolo Lorenzi,1
2526,Richard Gasquet,Lukas Lacko,1
2527,Yen Hsun Lu,Benoit Paire,1
2528,Lukas Lacko,Paolo Lorenzi,1
2529,David Ferrer,Yen Hsun Lu,1
2530,David Ferrer,Lukas Lacko,1
2531,David Ferrer,Gael Monfils,1
2532,Philipp Kohlschreiber,Sam Querrey,1
2533,David Ferrer,Philipp Kohlschreiber,1
2534,Ryan Harrison,Roberto Bautista Agut,1
2535,Kevin Anderson,Aljaz Bedene,1
2536,Feliciano Lopez,Jeremy Chardy,1
2537,Fabio Fognini,Grigor Dimitrov,1
2538,Florian Mayer,Joao Sousa,1
2539,Ryan Harrison,John Isner,1
2540,Denis Istomin,Fernando Verdasco,1
2541,Kevin Anderson,Feliciano Lopez,1
2542,Julien Benneteau,Ryan Harrison,1
2543,Kevin Anderson,Denis Istomin,1
2544,Kevin Anderson,Julien Benneteau,1
2545,Stan Wawrinka,Cedrik Marcel Stebe,1
2546,Kevin Anderson,Paolo Lorenzi,1
2547,Fernando Verdasco,David Goffin,1
2548,Roberto Bautista Agut,Fabio Fognini,1
2549,Mikhail Youzhny,Matthew Ebden,1
2550,Julien Benneteau,Grigor Dimitrov,1
2551,Lukas Lacko,Gilles Muller,1
2552,Andreas Seppi,Horacio Zeballos,1
2553,Gael Monfils,Alexandr Dolgopolov,1
2554,Andy Murray,Robin Haase,1
2555,Philipp Kohlschreiber,Steve Darcis,1
2556,Roger Federer,Benoit Paire,1
2557,Novak Djokovic,Ryan Harrison,1
2558,Evgeny Donskoy,Mikhail Youzhny,1
2559,Andreas Seppi,Denis Istomin,1
2560,Gael Monfils,Yen Hsun Lu,1
2561,Andy Murray,Joao Sousa,1
2562,Stan Wawrinka,Sam Querrey,1
2563,Kevin Anderson,Fernando Verdasco,1
2564,Kei Nishikori,Evgeny Donskoy,1
2565,Andreas Seppi,Marin Cilic,1
2566,Gilles Simon,Gael Monfils,1
2567,Milos Raonic,Philipp Kohlschreiber,1
2568,Novak Djokovic,Stan Wawrinka,1
2569,Tomas Berdych,Kevin Anderson,1
2570,David Ferrer,Kei Nishikori,1
2571,Jeremy Chardy,Andreas Seppi,1
2572,Andy Murray,Gilles Simon,1
2573,Roger Federer,Milos Raonic,1
2574,Novak Djokovic,Tomas Berdych,1
2575,Andy Murray,Jeremy Chardy,1
2576,Novak Djokovic,David Ferrer,1
2577,Andy Murray,Roger Federer,1
2578,Novak Djokovic,Andy Murray,1
