,Player1,Player2,Outcome
3870,Roger Federer,Fabio Fognini,1
3871,Jan Lennard Struff,Dusan Lajovic,1
3872,Philipp Kohlschreiber,Paolo Lorenzi,1
3873,Jan Lennard Struff,Jeremy Chardy,1
3874,Jan Lennard Struff,Philipp Kohlschreiber,1
3875,David Goffin,Jan Lennard Struff,1
3876,Joao Sousa,Gael Monfils,1
3877,David Goffin,Joao Sousa,1
3878,Filip Krajinovic,Taro Daniel,1
3879,Julien Benneteau,Filip Krajinovic,1
3880,Julien Benneteau,Pablo Cuevas,1
3881,Kei Nishikori,Julien Benneteau,1
3882,Lukas Lacko,Evgeny Donskoy,1
3883,Viktor Troicki,David Ferrer,1
3884,Richard Gasquet,Gilles Muller,1
3885,Andy Murray,Lukas Lacko,1
3886,Novak Djokovic,Guillermo Garcia Lopez,1
3887,Grigor Dimitrov,Fernando Verdasco,1
3888,Pablo Cuevas,Mikhail Kukushkin,1
3889,Viktor Troicki,Mikhail Youzhny,1
3890,Tomas Berdych,Feliciano Lopez,1
3891,Peter Gojowczyk,Ivo Karlovic,1
3892,Rafael Nadal,Richard Gasquet,1
3893,Marin Cilic,Joao Sousa,1
3894,Andy Murray,Pablo Cuevas,1
3895,Tomas Berdych,Viktor Troicki,1
3896,Rafael Nadal,Peter Gojowczyk,1
3897,Novak Djokovic,Grigor Dimitrov,1
3898,Andy Murray,Marin Cilic,1
3899,Tomas Berdych,John Isner,1
3900,Novak Djokovic,Andy Murray,1
3901,Novak Djokovic,Tomas Berdych,1
3902,Jack Sock,Alexandr Dolgopolov,1
3903,Kevin Anderson,Dominic Thiem,1
3904,Denis Istomin,Taro Daniel,1
3905,Gilles Simon,Roberto Bautista Agut,1
3906,Gilles Muller,Federico Delbonis,1
3907,Kei Nishikori,Donald Young,1
3908,Jeremy Chardy,Kevin Anderson,1
3909,Gilles Simon,Gilles Muller,1
3910,Kei Nishikori,Jeremy Chardy,1
3911,Milos Raonic,Denis Istomin,1
3912,Gilles Simon,Steve Johnson,1
3913,Milos Raonic,Gilles Simon,1
3914,Kei Nishikori,Milos Raonic,1
3915,Roberto Bautista Agut,Alexandr Dolgopolov,1
3916,Grigor Dimitrov,Denis Istomin,1
3917,Richard Gasquet,Jeremy Chardy,1
3918,Ivo Karlovic,Marin Cilic,1
3919,Malek Jaziri,Donald Young,1
3920,Gilles Simon,Guillermo Garcia Lopez,1
3921,Novak Djokovic,Dominic Thiem,1
3922,Mikhail Kukushkin,Kevin Anderson,1
3923,Roger Federer,Leonardo Mayer,1
3924,Julien Benneteau,Grigor Dimitrov,1
3925,Jack Sock,Kei Nishikori,1
3926,Tomas Berdych,Richard Gasquet,1
3927,Ivo Karlovic,Yen Hsun Lu,1
3928,Gilles Simon,Stan Wawrinka,1
3929,John Isner,Steve Johnson,1
3930,Feliciano Lopez,Rafael Nadal,1
3931,Novak Djokovic,Mikhail Kukushkin,1
3932,David Ferrer,Andy Murray,1
3933,Roger Federer,Roberto Bautista Agut,1
3934,Julien Benneteau,Jack Sock,1
3935,Tomas Berdych,Ivo Karlovic,1
3936,Gilles Simon,Malek Jaziri,1
3937,Feliciano Lopez,John Isner,1
3938,Novak Djokovic,David Ferrer,1
3939,Roger Federer,Julien Benneteau,1
3940,Gilles Simon,Tomas Berdych,1
3941,Feliciano Lopez,Mikhail Youzhny,1
3942,Roger Federer,Novak Djokovic,1
3943,Gilles Simon,Feliciano Lopez,1
3944,Roger Federer,Gilles Simon,1
3945,Andreas Seppi,Dusan Lajovic,1
3946,Mikhail Kukushkin,Karen Khachanov,1
3947,Filip Krajinovic,Malek Jaziri,1
3948,Evgeny Donskoy,Dudi Sela,1
3949,Mikhail Kukushkin,Fabio Fognini,1
3950,Marin Cilic,Evgeny Donskoy,1
3951,Mikhail Kukushkin,Mikhail Youzhny,1
3952,Marin Cilic,Mikhail Kukushkin,1
3953,Marin Cilic,Roberto Bautista Agut,1
3954,Pierre Hugues Herbert,Pablo Carreno Busta,1
3955,Marius Copil,Joao Sousa,1
3956,Leonardo Mayer,Donald Young,1
3957,Marius Copil,Pierre Hugues Herbert,1
3958,Adrian Mannarino,Alexandr Dolgopolov,1
3959,Jack Sock,Jeremy Chardy,1
3960,Tomas Berdych,Marius Copil,1
3961,Grigor Dimitrov,Jack Sock,1
3962,Tomas Berdych,Grigor Dimitrov,1
3963,Ivo Karlovic,Federico Delbonis,1
3964,Robin Haase,Dominic Thiem,1
3965,Viktor Troicki,Victor Estrella,1
3966,Jan Lennard Struff,Guillermo Garcia Lopez,1
3967,David Ferrer,Ivo Karlovic,1
3968,Andy Murray,Jan Lennard Struff,1
3969,David Ferrer,Philipp Kohlschreiber,1
3970,Andy Murray,Viktor Troicki,1
3971,Andy Murray,David Ferrer,1
3972,Roger Federer,Gilles Muller,1
3973,Grigor Dimitrov,Alexander Zverev,1
3974,Mikhail Kukushkin,Stan Wawrinka,1
3975,David Goffin,Dominic Thiem,1
3976,Milos Raonic,Steve Johnson,1
3977,Roger Federer,Denis Istomin,1
3978,Milos Raonic,Donald Young,1
3979,Rafael Nadal,Pierre Hugues Herbert,1
3980,Roger Federer,Grigor Dimitrov,1
3981,David Goffin,Milos Raonic,1
3982,Borna Coric,Rafael Nadal,1
3983,Roger Federer,Ivo Karlovic,1
3984,David Goffin,Borna Coric,1
3985,Roger Federer,David Goffin,1
3986,David Ferrer,Andreas Seppi,1
3987,Fernando Verdasco,Leonardo Mayer,1
3988,Fabio Fognini,Albert Ramos,1
3989,Kevin Anderson,Philipp Kohlschreiber,1
3990,Alexandr Dolgopolov,Gilles Simon,1
3991,Jeremy Chardy,Malek Jaziri,1
3992,Yen Hsun Lu,Guillermo Garcia Lopez,1
3993,Dusan Lajovic,Joao Sousa,1
3994,David Ferrer,Fernando Verdasco,1
3995,Andy Murray,Fabio Fognini,1
3996,Jeremy Chardy,Alexandr Dolgopolov,1
3997,Pablo Carreno Busta,Feliciano Lopez,1
3998,Andy Murray,Kevin Anderson,1
3999,Jeremy Chardy,Pablo Carreno Busta,1
4000,Andy Murray,David Ferrer,1
4001,Gael Monfils,Joao Sousa,1
4002,Pablo Cuevas,Leonardo Mayer,1
4003,Julien Benneteau,Yen Hsun Lu,1
4004,Fernando Verdasco,Donald Young,1
4005,Adrian Mannarino,Pierre Hugues Herbert,1
4006,Dominic Thiem,Alexandr Dolgopolov,1
4007,Richard Gasquet,Denis Istomin,1
4008,Lucas Pouille,Ivo Karlovic,1
4009,Novak Djokovic,Philipp Kohlschreiber,1
4010,Gael Monfils,John Isner,1
4011,Grigor Dimitrov,Pablo Cuevas,1
4012,Andy Murray,Julien Benneteau,1
4013,David Ferrer,David Goffin,1
4014,Fernando Verdasco,Gilles Simon,1
4015,Tomas Berdych,Adrian Mannarino,1
4016,Feliciano Lopez,Sam Querrey,1
4017,Stan Wawrinka,Dominic Thiem,1
4018,Milos Raonic,Jack Sock,1
4019,Roberto Bautista Agut,Richard Gasquet,1
4020,Lucas Pouille,Fabio Fognini,1
4021,Roger Federer,Jeremy Chardy,1
4022,Novak Djokovic,Gael Monfils,1
4023,Andy Murray,Grigor Dimitrov,1
4024,David Ferrer,Fernando Verdasco,1
4025,Tomas Berdych,Feliciano Lopez,1
4026,Kevin Anderson,Stan Wawrinka,1
4027,Milos Raonic,Roberto Bautista Agut,1
4028,Roger Federer,Lucas Pouille,1
4029,Novak Djokovic,Andy Murray,1
4030,Kei Nishikori,David Ferrer,1
4031,Tomas Berdych,Kevin Anderson,1
4032,Milos Raonic,Roger Federer,1
4033,Novak Djokovic,Kei Nishikori,1
4034,Milos Raonic,Tomas Berdych,1
4035,Novak Djokovic,Milos Raonic,1
4036,Novak Djokovic,Stan Wawrinka,1
4037,Novak Djokovic,Tomas Berdych,1
4038,Novak Djokovic,Marin Cilic,1
4039,Stan Wawrinka,Tomas Berdych,1
4040,Stan Wawrinka,Marin Cilic,1
4041,Tomas Berdych,Marin Cilic,1
4042,Roger Federer,Kei Nishikori,1
4043,Roger Federer,Andy Murray,1
4044,Kei Nishikori,Andy Murray,1
4045,Kei Nishikori,David Ferrer,1
4046,Roger Federer,Milos Raonic,1
4047,Andy Murray,Milos Raonic,1
4048,Roger Federer,Stan Wawrinka,1
4049,Novak Djokovic,Kei Nishikori,1
4050,Novak Djokovic,Roger Federer,1
4051,Gael Monfils,Roger Federer,1
4052,Roger Federer,Richard Gasquet,1
4053,Mikhail Kukushkin,Marius Copil,1
4054,Grigor Dimitrov,Jeremy Chardy,1
4055,Milos Raonic,Mikhail Kukushkin,1
4056,Kei Nishikori,Steve Johnson,1
4057,Roger Federer,Grigor Dimitrov,1
4058,Milos Raonic,Kei Nishikori,1
4059,Roger Federer,Milos Raonic,1
4060,Borna Coric,Robin Haase,1
4061,Guillermo Garcia Lopez,Evgeny Donskoy,1
4062,Aljaz Bedene,Lukas Lacko,1
4063,Stan Wawrinka,Borna Coric,1
4064,Yen Hsun Lu,Pablo Carreno Busta,1
4065,Roberto Bautista Agut,Peter Gojowczyk,1
4066,Aljaz Bedene,Feliciano Lopez,1
4067,Stan Wawrinka,Gilles Muller,1
4068,Roberto Bautista Agut,Yen Hsun Lu,1
4069,Aljaz Bedene,Guillermo Garcia Lopez,1
4070,Stan Wawrinka,David Goffin,1
4071,Aljaz Bedene,Roberto Bautista Agut,1
4072,Stan Wawrinka,Aljaz Bedene,1
4073,Novak Djokovic,Dusan Lajovic,1
4074,Nikoloz Basilashvili,Mikhail Youzhny,1
4075,Jan Lennard Struff,Philipp Kohlschreiber,1
4076,Tomas Berdych,Denis Istomin,1
4077,Andreas Seppi,Leonardo Mayer,1
4078,Ivo Karlovic,Nikoloz Basilashvili,1
4079,David Ferrer,Fernando Verdasco,1
4080,Tomas Berdych,Blaz Kavcic,1
4081,Ivo Karlovic,Novak Djokovic,1
4082,Tomas Berdych,Richard Gasquet,1
4083,David Ferrer,Ivo Karlovic,1
4084,Tomas Berdych,Andreas Seppi,1
4085,David Ferrer,Tomas Berdych,1
4086,Mikhail Kukushkin,Denis Istomin,1
4087,Jeremy Chardy,Sam Querrey,1
4088,Mikhail Kukushkin,Pablo Cuevas,1
4089,Gilles Muller,Jeremy Chardy,1
4090,Leonardo Mayer,Julien Benneteau,1
4091,Mikhail Kukushkin,Leonardo Mayer,1
4092,Viktor Troicki,Gilles Muller,1
4093,Viktor Troicki,Mikhail Kukushkin,1
4094,Albert Ramos,Paolo Lorenzi,1
4095,Adrian Mannarino,Federico Delbonis,1
4096,Steve Johnson,Joao Sousa,1
4097,Pablo Carreno Busta,Borna Coric,1
4098,Jan Lennard Struff,Dominic Thiem,1
4099,Albert Ramos,Yen Hsun Lu,1
4100,Adrian Mannarino,Roberto Bautista Agut,1
4101,Steve Johnson,Pablo Carreno Busta,1
4102,Kevin Anderson,Jan Lennard Struff,1
4103,Lucas Pouille,Albert Ramos,1
4104,Kevin Anderson,Steve Johnson,1
4105,Jiri Vesely,Donald Young,1
4106,Adrian Mannarino,Lucas Pouille,1
4107,Jiri Vesely,Kevin Anderson,1
4108,Jiri Vesely,Adrian Mannarino,1
4109,Novak Djokovic,Aljaz Bedene,1
4110,Gilles Muller,Pablo Carreno Busta,1
4111,Roberto Bautista Agut,Dominic Thiem,1
4112,Gael Monfils,Lucas Pouille,1
4113,Paolo Lorenzi,Alexandr Dolgopolov,1
4114,Guillermo Garcia Lopez,Peter Gojowczyk,1
4115,Gilles Simon,Robin Haase,1
4116,Steve Johnson,Kyle Edmund,1
4117,Viktor Troicki,Jiri Vesely,1
4118,Dudi Sela,Jan Lennard Struff,1
4119,Rafael Nadal,Mikhail Youzhny,1
4120,Joao Sousa,Jordan Thompson,1
4121,Malek Jaziri,Mikhail Kukushkin,1
4122,Nick Kyrgios,Federico Delbonis,1
4123,Jeremy Chardy,Borna Coric,1
4124,Andreas Seppi,Denis Istomin,1
4125,Roger Federer,Yen Hsun Lu,1
4126,Gilles Muller,Roberto Bautista Agut,1
4127,Feliciano Lopez,Adrian Mannarino,1
4128,Milos Raonic,Donald Young,1
4129,Stan Wawrinka,Marius Copil,1
4130,Viktor Troicki,Leonardo Mayer,1
4131,Grigor Dimitrov,Lukas Lacko,1
4132,Nick Kyrgios,Ivo Karlovic,1
4133,Andreas Seppi,Jeremy Chardy,1
4134,Novak Djokovic,Fernando Verdasco,1
4135,Gilles Muller,John Isner,1
4136,David Ferrer,Gilles Simon,1
4137,Kei Nishikori,Steve Johnson,1
4138,Tomas Berdych,Viktor Troicki,1
4139,Kevin Anderson,Richard Gasquet,1
4140,Rafael Nadal,Dudi Sela,1
4141,Andy Murray,Joao Sousa,1
4142,Nick Kyrgios,Malek Jaziri,1
4143,Andreas Seppi,Roger Federer,1
4144,Novak Djokovic,Gilles Muller,1
4145,Milos Raonic,Feliciano Lopez,1
4146,Stan Wawrinka,Guillermo Garcia Lopez,1
4147,Kei Nishikori,David Ferrer,1
4148,Rafael Nadal,Kevin Anderson,1
4149,Andy Murray,Grigor Dimitrov,1
4150,Nick Kyrgios,Andreas Seppi,1
4151,Novak Djokovic,Milos Raonic,1
4152,Stan Wawrinka,Kei Nishikori,1
4153,Tomas Berdych,Rafael Nadal,1
4154,Andy Murray,Nick Kyrgios,1
4155,Novak Djokovic,Stan Wawrinka,1
4156,Andy Murray,Tomas Berdych,1
4157,Novak Djokovic,Andy Murray,1
4158,Denis Istomin,Malek Jaziri,1
4159,Benoit Paire,Nikoloz Basilashvili,1
4160,Richard Gasquet,Lucas Pouille,1
4161,Denis Istomin,Dudi Sela,1
4162,Gael Monfils,Steve Darcis,1
4163,Richard Gasquet,Denis Istomin,1
4164,Joao Sousa,Philipp Kohlschreiber,1
4165,Richard Gasquet,Gael Monfils,1
4166,Fernando Verdasco,Gerald Melzer,1
4167,Feliciano Lopez,Dusan Lajovic,1
4168,Fernando Verdasco,Paolo Lorenzi,1
4169,Feliciano Lopez,Fernando Verdasco,1
4170,Victor Estrella,Feliciano Lopez,1
4171,Mikhail Youzhny,Blaz Kavcic,1
4172,Andreas Seppi,Robin Haase,1
4173,Guillermo Garcia Lopez,Damir Dzumhur,1
4174,Guillermo Garcia Lopez,Viktor Troicki,1
4175,Guillermo Garcia Lopez,Andreas Seppi,1
4176,Ryan Harrison,Malek Jaziri,1
4177,Ivo Karlovic,Lukas Lacko,1
4178,Donald Young,Adrian Mannarino,1
4179,Steve Johnson,Filip Krajinovic,1
4180,Kei Nishikori,Ryan Harrison,1
4181,Sam Querrey,Jared Donaldson,1
4182,Sam Querrey,John Isner,1
4183,Kevin Anderson,Steve Johnson,1
4184,Kei Nishikori,Sam Querrey,1
4185,Kevin Anderson,Donald Young,1
4186,Kei Nishikori,Kevin Anderson,1
4187,Jeremy Chardy,Julien Benneteau,1
4188,Gilles Simon,Joao Sousa,1
4189,Andreas Seppi,Robin Haase,1
4190,Roberto Bautista Agut,Alexander Zverev,1
4191,Gilles Muller,David Goffin,1
4192,Guillermo Garcia Lopez,Denis Istomin,1
4193,Gilles Simon,Jeremy Chardy,1
4194,Tomas Berdych,Andreas Seppi,1
4195,Gael Monfils,Roberto Bautista Agut,1
4196,Gilles Muller,Grigor Dimitrov,1
4197,Stan Wawrinka,Guillermo Garcia Lopez,1
4198,Gilles Simon,Andy Murray,1
4199,Tomas Berdych,Gael Monfils,1
4200,Stan Wawrinka,Gilles Muller,1
4201,Tomas Berdych,Gilles Simon,1
4202,Stan Wawrinka,Milos Raonic,1
4203,Stan Wawrinka,Tomas Berdych,1
4204,Pablo Cuevas,Jiri Vesely,1
4205,Dusan Lajovic,Fernando Verdasco,1
4206,Leonardo Mayer,Albert Ramos,1
4207,Andrey Rublev,Dudi Sela,1
4208,Steve Johnson,Mikhail Kukushkin,1
4209,Yen Hsun Lu,Kevin Anderson,1
4210,Steve Johnson,Andrey Rublev,1
4211,Adrian Mannarino,Yen Hsun Lu,1
4212,Ivo Karlovic,Steve Johnson,1
4213,Donald Young,Alexandr Dolgopolov,1
4214,Ivo Karlovic,Adrian Mannarino,1
4215,Ivo Karlovic,Donald Young,1
4216,Gael Monfils,Alexander Zverev,1
4217,Dominic Thiem,Joao Sousa,1
4218,Gilles Simon,Pierre Hugues Herbert,1
4219,Borna Coric,Denis Istomin,1
4220,Dominic Thiem,David Goffin,1
4221,Gilles Simon,Borna Coric,1
4222,Stan Wawrinka,Benoit Paire,1
4223,Roberto Bautista Agut,Dominic Thiem,1
4224,Gilles Simon,Jeremy Chardy,1
4225,Gael Monfils,Roberto Bautista Agut,1
4226,Gilles Simon,Gael Monfils,1
4227,Fabio Fognini,Jiri Vesely,1
4228,Rafael Nadal,Pablo Carreno Busta,1
4229,Rafael Nadal,Pablo Cuevas,1
4230,Fabio Fognini,Federico Delbonis,1
4231,Fabio Fognini,Rafael Nadal,1
4232,David Ferrer,Fabio Fognini,1
4233,Yen Hsun Lu,Victor Estrella,1
4234,Ryan Harrison,Donald Young,1
4235,Grigor Dimitrov,Filip Krajinovic,1
4236,Kei Nishikori,Yen Hsun Lu,1
4237,Kevin Anderson,Steve Johnson,1
4238,Ivo Karlovic,Dusan Lajovic,1
4239,Ryan Harrison,Grigor Dimitrov,1
4240,Kei Nishikori,Alexandr Dolgopolov,1
4241,Kevin Anderson,Viktor Troicki,1
4242,Ryan Harrison,Ivo Karlovic,1
4243,Kei Nishikori,Kevin Anderson,1
4244,David Ferrer,Ryan Harrison,1
4245,David Ferrer,Kei Nishikori,1
4246,Federico Delbonis,Pablo Carreno Busta,1
4247,Albert Ramos,Horacio Zeballos,1
4248,Federico Delbonis,Paolo Lorenzi,1
4249,Rafael Nadal,Federico Delbonis,1
4250,Tomas Berdych,Jeremy Chardy,1
4251,Borna Coric,Malek Jaziri,1
4252,Andy Murray,Gilles Muller,1
4253,Roberto Bautista Agut,Dominic Thiem,1
4254,Richard Gasquet,Andreas Seppi,1
4255,Fernando Verdasco,Guillermo Garcia Lopez,1
4256,Roger Federer,Mikhail Youzhny,1
4257,Andy Murray,Joao Sousa,1
4258,Richard Gasquet,Roberto Bautista Agut,1
4259,Roger Federer,Fernando Verdasco,1
4260,Borna Coric,Andy Murray,1
4261,Roger Federer,Richard Gasquet,1
4262,Novak Djokovic,Tomas Berdych,1
4263,Roger Federer,Borna Coric,1
4264,Roger Federer,Novak Djokovic,1
4265,Marius Copil,Dudi Sela,1
4266,Marton Fucsovics,Radu Albot,1
4267,Kei Nishikori,Milos Raonic,1
4268,Andy Murray,Donald Young,1
4269,Andy Murray,John Isner,1
4270,Gilles Simon,Jan Lennard Struff,1
4271,Gael Monfils,Philipp Kohlschreiber,1
4272,Philipp Kohlschreiber,Gilles Simon,1
4273,Mikhail Kukushkin,Andreas Seppi,1
4274,Viktor Troicki,Borna Coric,1
4275,Albert Ramos,Viktor Troicki,1
4276,Federico Delbonis,Dusan Lajovic,1
4277,Adrian Mannarino,Mischa Zverev,1
4278,Donald Young,Pablo Carreno Busta,1
4279,Jack Sock,Yen Hsun Lu,1
4280,Albert Ramos,Julien Benneteau,1
4281,Kevin Anderson,Federico Delbonis,1
4282,Adrian Mannarino,Fabio Fognini,1
4283,Kei Nishikori,Ryan Harrison,1
4284,Grigor Dimitrov,Nick Kyrgios,1
4285,Gilles Simon,Malek Jaziri,1
4286,Donald Young,Jeremy Chardy,1
4287,Robin Haase,Stan Wawrinka,1
4288,Steve Johnson,Ivo Karlovic,1
4289,Roberto Bautista Agut,Denis Istomin,1
4290,Jack Sock,Gilles Muller,1
4291,Novak Djokovic,Albert Ramos,1
4292,John Isner,Kevin Anderson,1
4293,Andy Murray,Philipp Kohlschreiber,1
4294,Feliciano Lopez,Pablo Cuevas,1
4295,Kei Nishikori,Fernando Verdasco,1
4296,Milos Raonic,Alexandr Dolgopolov,1
4297,Rafael Nadal,Donald Young,1
4298,Tomas Berdych,Steve Johnson,1
4299,Jack Sock,Roberto Bautista Agut,1
4300,Roger Federer,Andreas Seppi,1
4301,Novak Djokovic,John Isner,1
4302,Andy Murray,Adrian Mannarino,1
4303,Feliciano Lopez,Kei Nishikori,1
4304,Rafael Nadal,Gilles Simon,1
4305,Roger Federer,Jack Sock,1
4306,Andy Murray,Feliciano Lopez,1
4307,Milos Raonic,Rafael Nadal,1
4308,Roger Federer,Tomas Berdych,1
4309,Novak Djokovic,Andy Murray,1
4310,Roger Federer,Milos Raonic,1
4311,Novak Djokovic,Roger Federer,1
4312,Steve Darcis,Malek Jaziri,1
4313,Mikhail Kukushkin,Steve Johnson,1
4314,Federico Delbonis,Jiri Vesely,1
4315,Andrey Rublev,Pablo Carreno Busta,1
4316,Albert Ramos,Joao Sousa,1
4317,Sam Querrey,Victor Estrella,1
4318,Robin Haase,Kyle Edmund,1
4319,Donald Young,Yen Hsun Lu,1
4320,Filip Krajinovic,Dusan Lajovic,1
4321,Steve Darcis,Gilles Muller,1
4322,Gilles Simon,Mikhail Kukushkin,1
4323,David Ferrer,Federico Delbonis,1
4324,Kei Nishikori,Mikhail Youzhny,1
4325,David Goffin,Borna Coric,1
4326,John Isner,Andrey Rublev,1
4327,Adrian Mannarino,Albert Ramos,1
4328,Jack Sock,Fabio Fognini,1
4329,Dominic Thiem,Feliciano Lopez,1
4330,Kevin Anderson,Sam Querrey,1
4331,Andy Murray,Donald Young,1
4332,Tomas Berdych,Hyeon Chung,1
4333,Gael Monfils,Filip Krajinovic,1
4334,Guillermo Garcia Lopez,Jan Lennard Struff,1
4335,Novak Djokovic,Steve Darcis,1
4336,Kei Nishikori,Viktor Troicki,1
4337,John Isner,Grigor Dimitrov,1
4338,Milos Raonic,Jeremy Chardy,1
4339,Adrian Mannarino,Stan Wawrinka,1
4340,Dominic Thiem,Jack Sock,1
4341,Kevin Anderson,Leonardo Mayer,1
4342,Fernando Verdasco,Rafael Nadal,1
4343,Novak Djokovic,Alexandr Dolgopolov,1
4344,David Ferrer,Gilles Simon,1
4345,Kei Nishikori,David Goffin,1
4346,John Isner,Milos Raonic,1
4347,Dominic Thiem,Adrian Mannarino,1
4348,Andy Murray,Kevin Anderson,1
4349,Tomas Berdych,Gael Monfils,1
4350,Novak Djokovic,David Ferrer,1
4351,John Isner,Kei Nishikori,1
4352,Andy Murray,Dominic Thiem,1
4353,Novak Djokovic,John Isner,1
4354,Andy Murray,Tomas Berdych,1
4355,Novak Djokovic,Andy Murray,1
4356,Mikhail Kukushkin,Albert Ramos,1
4357,Jiri Vesely,Mikhail Youzhny,1
4358,Jiri Vesely,Aljaz Bedene,1
4359,Steve Johnson,Donald Young,1
4360,Fernando Verdasco,Paolo Lorenzi,1
4361,Jeremy Chardy,Dusan Lajovic,1
4362,Sam Querrey,Steve Johnson,1
4363,Fernando Verdasco,Hyeon Chung,1
4364,Kevin Anderson,Federico Delbonis,1
4365,Jack Sock,Roberto Bautista Agut,1
4366,Sam Querrey,Feliciano Lopez,1
4367,Kevin Anderson,Jeremy Chardy,1
4368,Sam Querrey,Fernando Verdasco,1
4369,Jack Sock,Kevin Anderson,1
4370,Jack Sock,Sam Querrey,1
4371,Albert Ramos,Robin Haase,1
4372,Florian Mayer,Mikhail Youzhny,1
4373,Lucas Pouille,Dominic Thiem,1
4374,John Isner,Steve Johnson,1
4375,Philipp Kohlschreiber,Mikhail Kukushkin,1
4376,Grigor Dimitrov,Fernando Verdasco,1
4377,Alexandr Dolgopolov,Borna Coric,1
4378,Novak Djokovic,Albert Ramos,1
4379,Marin Cilic,Florian Mayer,1
4380,Rafael Nadal,Lucas Pouille,1
4381,John Isner,Viktor Troicki,1
4382,Gilles Simon,Benoit Paire,1
4383,David Ferrer,Victor Estrella,1
4384,Roberto Bautista Agut,Philipp Kohlschreiber,1
4385,Milos Raonic,Joao Sousa,1
4386,Grigor Dimitrov,Fabio Fognini,1
4387,Gael Monfils,Alexandr Dolgopolov,1
4388,Roger Federer,Jeremy Chardy,1
4389,Rafael Nadal,John Isner,1
4390,David Ferrer,Gilles Simon,1
4391,Tomas Berdych,Roberto Bautista Agut,1
4392,Grigor Dimitrov,Stan Wawrinka,1
4393,Gael Monfils,Roger Federer,1
4394,Novak Djokovic,Marin Cilic,1
4395,Rafael Nadal,David Ferrer,1
4396,Tomas Berdych,Milos Raonic,1
4397,Gael Monfils,Grigor Dimitrov,1
4398,Novak Djokovic,Rafael Nadal,1
4399,Tomas Berdych,Gael Monfils,1
4400,Novak Djokovic,Tomas Berdych,1
4401,Victor Estrella,Dominic Thiem,1
4402,Andrey Rublev,Fernando Verdasco,1
4403,Victor Estrella,Marin Cilic,1
4404,Fabio Fognini,Andrey Rublev,1
4405,Roberto Bautista Agut,Pablo Cuevas,1
4406,Philipp Kohlschreiber,Benoit Paire,1
4407,Fabio Fognini,Rafael Nadal,1
4408,Kei Nishikori,Roberto Bautista Agut,1
4409,David Ferrer,Philipp Kohlschreiber,1
4410,Malek Jaziri,Florian Mayer,1
4411,Mikhail Youzhny,Marius Copil,1
4412,Ivo Karlovic,Borna Coric,1
4413,Jiri Vesely,Malek Jaziri,1
4414,Gael Monfils,Mikhail Youzhny,1
4415,Jiri Vesely,Ivo Karlovic,1
4416,Guillermo Garcia Lopez,Gael Monfils,1
4417,Guillermo Garcia Lopez,Jiri Vesely,1
4418,Nick Kyrgios,Albert Ramos,1
4419,Borna Coric,Jeremy Chardy,1
4420,Robin Haase,Feliciano Lopez,1
4421,Nick Kyrgios,Filip Krajinovic,1
4422,Guillermo Garcia Lopez,Kevin Anderson,1
4423,Nick Kyrgios,Robin Haase,1
4424,Pablo Carreno Busta,Gilles Muller,1
4425,Guillermo Garcia Lopez,Borna Coric,1
4426,Nick Kyrgios,Pablo Carreno Busta,1
4427,Richard Gasquet,Guillermo Garcia Lopez,1
4428,Richard Gasquet,Nick Kyrgios,1
4429,Andrey Rublev,Damir Dzumhur,1
4430,Denis Istomin,Benoit Paire,1
4431,Pablo Cuevas,Grigor Dimitrov,1
4432,Roger Federer,Pablo Cuevas,1
4433,Mischa Zverev,Jan Lennard Struff,1
4434,Victor Estrella,Viktor Troicki,1
4435,Philipp Kohlschreiber,Jiri Vesely,1
4436,Andy Murray,Mischa Zverev,1
4437,Philipp Kohlschreiber,Alexander Zverev,1
4438,Dominic Thiem,Fabio Fognini,1
4439,Roberto Bautista Agut,Victor Estrella,1
4440,Philipp Kohlschreiber,David Goffin,1
4441,Gerald Melzer,Dominic Thiem,1
4442,Andy Murray,Roberto Bautista Agut,1
4443,Philipp Kohlschreiber,Gerald Melzer,1
4444,Andy Murray,Philipp Kohlschreiber,1
4445,John Isner,Adrian Mannarino,1
4446,Richard Gasquet,Ivo Karlovic,1
4447,Grigor Dimitrov,Donald Young,1
4448,Albert Ramos,Pablo Cuevas,1
4449,Fernando Verdasco,Guillermo Garcia Lopez,1
4450,Marin Cilic,Jiri Vesely,1
4451,Roberto Bautista Agut,Marius Copil,1
4452,Leonardo Mayer,Gilles Muller,1
4453,Gael Monfils,Viktor Troicki,1
4454,Nick Kyrgios,Roger Federer,1
4455,Tomas Berdych,Richard Gasquet,1
4456,Rafael Nadal,Steve Johnson,1
4457,Grigor Dimitrov,Fabio Fognini,1
4458,Stan Wawrinka,Joao Sousa,1
4459,David Ferrer,Albert Ramos,1
4460,Fernando Verdasco,Marin Cilic,1
4461,Roberto Bautista Agut,Sam Querrey,1
4462,Kei Nishikori,David Goffin,1
4463,Leonardo Mayer,Feliciano Lopez,1
4464,Andy Murray,Philipp Kohlschreiber,1
4465,John Isner,Nick Kyrgios,1
4466,Grigor Dimitrov,Stan Wawrinka,1
4467,David Ferrer,Fernando Verdasco,1
4468,Kei Nishikori,Roberto Bautista Agut,1
4469,Milos Raonic,Leonardo Mayer,1
4470,Tomas Berdych,John Isner,1
4471,Rafael Nadal,Grigor Dimitrov,1
4472,Kei Nishikori,David Ferrer,1
4473,Andy Murray,Milos Raonic,1
